broad_id,name,moa,predicted_labels,SMILES
BRD-K31812033-003-11-0,levobunolol,adrenergic receptor antagonist,2,CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O
BRD-K31866293-001-01-6,TAK-632,RAF inhibitor,11,C1CC1C(=O)NC2=NC3=C(S2)C(=C(C=C3)OC4=CC(=C(C=C4)F)NC(=O)CC5=CC(=CC=C5)C(F)(F)F)C#N
BRD-K31928526-001-02-1,barasertib,Aurora kinase inhibitor,12,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
BRD-K33610132-001-02-9,rociletinib,EGFR inhibitor,14,CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F)OC
BRD-K33622447-066-01-9,abemaciclib,CDK inhibitor,9,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
BRD-K33720171-001-01-0,difluprednate,glucocorticoid receptor agonist,16,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C
BRD-K33882852-003-02-8,ZK-93423,benzodiazepine receptor agonist,17,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4
BRD-K34157611-001-16-0,cimetidine,histamine receptor antagonist,15,CC1=C(N=CN1)CSCCNC(=NC)NC#N
BRD-K34251960-036-01-6,cibenzoline,sodium channel blocker,15,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4
BRD-K34533029-001-08-5,tyrphostin-AG-494,EGFR inhibitor,8,C1=CC=C(C=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N
BRD-K35240538-001-26-2,methylprednisolone,glucocorticoid receptor agonist,16,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
BRD-K35245662-001-01-2,ciclesonide,glucocorticoid receptor agonist,16,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6
BRD-K36055864-001-19-2,cycloheximide,protein synthesis inhibitor,5,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C
BRD-K36529613-001-02-6,PU-H71,HSP inhibitor,0,CC(C)NCCCN1C2=NC=NC(=C2N=C1SC3=C(C=C4C(=C3)OCO4)I)N
BRD-K36740062-001-06-6,GSK1070916,Aurora kinase inhibitor,12,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C
BRD-K36788280-001-01-2,ribociclib,CDK inhibitor,9,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
BRD-K37249724-001-25-7,astemizole,histamine receptor antagonist,8,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F
BRD-K37687095-001-06-9,AZD8330,MEK inhibitor,18,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO
BRD-K37798499-001-27-2,etoposide,topoisomerase inhibitor,7,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
BRD-K37890730-001-15-1,camptothecin,topoisomerase inhibitor,7,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
BRD-K38305202-001-17-4,domperidone,dopamine receptor antagonist,18,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
BRD-K38350380-001-01-8,FK-3311,cyclooxygenase inhibitor,13,CC(=O)C1=CC(=C(C=C1)NS(=O)(=O)C)OC2=C(C=C(C=C2)F)F
BRD-K38458514-001-01-8,diazooxonorleucine,glutamate receptor antagonist,1,C(CC(=O)C=[N+]=[N-])[C@@H](C(=O)O)N
BRD-K38548312-001-01-0,VER-49009,HSP inhibitor,0,CCNC(=O)C1=C(C(=NN1)C2=CC(=C(C=C2O)O)Cl)C3=CC=C(C=C3)OC
BRD-K38852836-001-02-1,ganetespib,HSP inhibitor,9,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)O
BRD-K39252998-003-01-5,atipamezole,adrenergic receptor antagonist,12,CCC1(CC2=CC=CC=C2C1)C3=CN=CN3
BRD-K39381259-001-01-0,DMH1,ALK tyrosine kinase receptor inhibitor,8,CC(C)OC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=CC=NC5=CC=CC=C45)N=C2
BRD-K40109029-001-02-9,SB-505124,ALK tyrosine kinase receptor inhibitor,22,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4
BRD-K40175214-001-11-6,torin-1,mTOR inhibitor,6,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F
BRD-K40331046-305-01-5,CR8-(R),CDK inhibitor,0,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=C(C=C3)C4=CC=CC=N4
BRD-K41213548-001-02-0,KW-2478,HSP inhibitor,12,CCC1=C(C(=C(C=C1O)O)C(=O)C2=CC(=C(C=C2)OCCN3CCOCC3)OC)CC(=O)N(CCOC)CCOC
BRD-K41859756-001-06-8,NVP-AUY922,HSP inhibitor,9,CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C
BRD-K42191735-001-05-3,buparlisib,PI3K inhibitor,6,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4
BRD-K42673188-001-01-1,verubulin,tubulin polymerization inhibitor,3,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC
BRD-K42805893-001-04-9,osimertinib,EGFR inhibitor,14,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
BRD-K42898655-001-01-8,temsirolimus,mTOR inhibitor,6,"C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
C[C@@H]1CCC2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C\C=C\[C@H](C[C@H](C(=O)[C@H]([C@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)C)OC
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)[C@@]1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
CC1CCC2CC(/C(=C\C=C/C=C\C(CC(C(=O)C(C(/C(=C\C(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](C(=CC=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)C)OC
C[C@@H]1CC[C@H]2C[C@@H](C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
C[C@@H]1CC[C@H]2CC(/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C\C=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2CC(/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)C([C@@H](/C(=C/[C@H](C(=O)CC(OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@H]\1C[C@H](C(=O)C([C@@H](/C(=C/C(C(=O)C[C@H](OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]3(C(CC[C@H](O3)CC(/C(=C/C=C/C=C1)/C)OC)C)O)C(C)CC4CCC([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C
C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C\[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C\C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2CC(/C(=C\C=C\C=C[C@H](C[C@H](C(=O)C([C@@H](/C(=C/[C@H](C(=O)CC(OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)C([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
C[C@@H]1CC[C@@H]2C[C@@H](C(=CC=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)C)OC"
BRD-K42938903-332-01-1,acetophenazine,dopamine receptor antagonist,4,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
BRD-K44844162-001-01-6,taselisib,PI3K inhibitor,6,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C
BRD-K44993696-001-12-3,atenolol-(-),adrenergic receptor antagonist,1,CC(C)NC[C@@H](COC1=CC=C(C=C1)CC(=O)N)O
BRD-K45528773-001-07-2,M-344,HDAC inhibitor,11,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO
BRD-K45724504-001-01-6,anguidine,protein synthesis inhibitor,0,"CC1=CC2C(CC1)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C
CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C
CC1=C[C@@H]2[C@](CC1)(C3([C@@H]([C@H]([C@H](C34CO4)O2)O)OC(=O)C)C)COC(=O)C"
BRD-K46386702-001-02-1,ARRY-334543,EGFR inhibitor,14,C[C@@H]1COC(=N1)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=NC=CS5)Cl
BRD-K46392623-001-02-5,TG-100713,PI3K inhibitor,14,C1=CC(=CC(=C1)O)C2=CN=C3C(=N2)C(=NC(=N3)N)N
BRD-K46585355-001-14-3,acetylsalicylsalicylic-acid,cyclooxygenase inhibitor,2,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O
BRD-K46937689-001-15-0,phenazone,cyclooxygenase inhibitor,23,CC1=CC(=O)N(N1C)C2=CC=CC=C2
BRD-K47635719-001-21-1,dexamethasone-acetate,glucocorticoid receptor agonist,16,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C
BRD-K48195801-001-01-6,tecastemizole,histamine receptor antagonist,6,C1CNCCC1NC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F
BRD-K48488978-001-05-3,YM-201636,PI3K inhibitor,5,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N
BRD-K48578705-001-17-6,methyldopa,adrenergic receptor agonist,15,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
BRD-K49111258-003-29-7,prazosin,adrenergic receptor antagonist,13,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
BRD-K49294207-300-03-8,BIBU-1361,EGFR inhibitor,14,CCN(CC)CC1CCN(CC1)C2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
BRD-K49456274-001-01-9,pilaralisib,PI3K inhibitor,10,CC(C)(C(=O)NC1=CC(=CC=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=C(C=CC(=C4)OC)Cl)N
BRD-K49865102-001-08-4,PD-0325901,MEK inhibitor,18,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O
BRD-K50140147-001-10-1,NVP-TAE684,ALK tyrosine kinase receptor inhibitor,0,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
BRD-K50168500-001-07-9,canertinib,EGFR inhibitor,14,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
BRD-K51318897-001-15-3,fenbendazole,tubulin polymerization inhibitor,23,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
BRD-K51791723-003-01-7,P276-00,CDK inhibitor,0,"CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O"
BRD-K51911221-001-01-2,nemorubicin,topoisomerase inhibitor,0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCO[C@@H](C6)OC)O
BRD-K51967704-001-03-6,BIIB021,HSP inhibitor,9,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N
BRD-K52075715-001-06-7,oxibendazole,tubulin polymerization inhibitor,3,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
BRD-K52233191-001-02-4,R547,CDK inhibitor,7,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
BRD-K52313696-001-12-3,tacedinaline,HDAC inhibitor,11,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N
BRD-K52911425-001-09-8,GDC-0941,PI3K inhibitor,6,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
BRD-K53523901-001-04-4,arctigenin,MEK inhibitor,17,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)OC
BRD-K53561341-001-07-5,aurora-a-inhibitor-i,Aurora kinase inhibitor,2,CCN1CCN(CC1)C(=O)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)F
BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,3,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O
BRD-K54094468-003-11-1,remoxipride,dopamine receptor antagonist,1,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
BRD-K54955827-001-02-2,niraparib,PARP inhibitor,9,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
BRD-K54997624-001-06-0,alpelisib,PI3K inhibitor,6,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
BRD-K55696337-003-24-4,topotecan,topoisomerase inhibitor,7,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
BRD-K55703048-001-07-7,latrepirdine,glutamate receptor antagonist,15,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C
BRD-K56032964-001-02-1,AP26113,ALK tyrosine kinase receptor inhibitor,13,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC
BRD-K56334280-001-05-1,amonafide,topoisomerase inhibitor,5,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
BRD-K56957086-001-06-3,dacinostat,HDAC inhibitor,11,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
BRD-K57080016-001-15-9,selumetinib,MEK inhibitor,18,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
BRD-K57136142-001-02-4,CCT129202,Aurora kinase inhibitor,12,CN(C)C1=CC=C(C=C1)C2=NC3=NC=C(C(=C3N2)N4CCN(CC4)CC(=O)NC5=NC=CS5)Cl
BRD-K57169635-001-04-5,dacomitinib,EGFR inhibitor,14,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4
BRD-K58122457-001-02-2,hesperadin,Aurora kinase inhibitor,12,CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=C2C(=NC3=CC=C(C=C3)CN4CCCCC4)C5=CC=CC=C5)O
BRD-K58770988-001-01-8,NMS-E973,HSP inhibitor,12,CN1CCC(CC1)NC(=O)C2=NOC(=C2)C3=C(C=C(C=C3OC4=CC=C(C=C4)[N+](=O)[O-])O)O
BRD-K58772419-001-07-0,AZD6482,PI3K inhibitor,3,CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4
BRD-K59197931-001-04-5,naproxen,cyclooxygenase inhibitor,10,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
BRD-K59317601-001-05-5,MLN0128,mTOR inhibitor,6,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N
BRD-K59632282-052-03-1,quinidine,sodium channel blocker,8,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
BRD-K59753975-001-02-6,vindesine,tubulin polymerization inhibitor,3,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
BRD-K60866521-001-07-1,idelalisib,PI3K inhibitor,6,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
BRD-K61195623-001-01-4,combretastatin-A-4,tubulin polymerization inhibitor,3,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)O
BRD-K61314889-001-04-4,endo-IWR-1,PARP inhibitor,4,C1[C@@H]2C=C[C@H]1[C@@H]3[C@H]2C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5N=CC=C6
BRD-K61397605-001-03-4,romidepsin,HDAC inhibitor,11,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C
BRD-K61496577-001-20-2,flumethasone,glucocorticoid receptor agonist,16,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
BRD-K61642990-001-01-0,FERb-033,EGFR inhibitor,15,C1=CC(=C(C=C1C2=C(C(=C(C=C2)/C=N/O)O)Cl)F)O
BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,8,C1=CC=C(C=C1)/C=C/CN2C=C(C=N2)/C=C/C(=O)NC3=C(C=C(C=C3)F)N
BRD-K61717546-001-05-0,fleroxacin,topoisomerase inhibitor,15,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F
